name,kind,first_reference,source,english_equivalent,source_form,greek_form,name_meaning,equivalent_source,equivalent_confidence,footnote
Kir-hareseth,place,2 Kings 3:25,ot,Kirharaseth,Kir-hareseth,καθηρημενους,"Kirharesh, city of the sun; wall of burnt brick",UKJV same-reference name-order alignment,aligned,"Place-name meaning: Kirharaseth — Kirharesh, city of the sun; wall of burnt brick. Standard English equivalent: Kirharaseth. Source form: Kir-hareseth. Greek form: καθηρημενους. Equivalent source: UKJV same-reference name-order alignment."
Giezi,transliterated_form,2 Kings 4:12,ot,Gehazi,Giezi,γιεζι,valley of sight,manual/standard English equivalent,manual,Standard English equivalent: Gehazi. Source form: Giezi. Greek form: γιεζι. Name meaning: valley of sight. Equivalent source: manual/standard English equivalent.
Sōmanite,transliterated_form,2 Kings 4:12,ot,Shunammite,Sōmanite,σωμανιτιν,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Shunammite. Source form: Sōmanite. Greek form: σωμανιτιν. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference name-order alignment.
Naiman,transliterated_form,2 Kings 5:1,ot,Naaman,Naiman,ναιμαν,meaning uncertain/not securely attested in the consulted name dictionaries,manual/standard English equivalent,manual,Standard English equivalent: Naaman. Source form: Naiman. Greek form: ναιμαν. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: manual/standard English equivalent.
Abana,place,2 Kings 5:12,ot,Abana,Abana,αβανα,made of stone; a building,UKJV same-reference witness,1.00,Place-name meaning: Abana — made of stone; a building. Source form: Abana. Greek form: αβανα. Equivalent source: UKJV same-reference witness.
Remman,supernatural_being,2 Kings 5:18,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Ben-hadad,person,2 Kings 6:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Shaphat,person,2 Kings 6:31,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Hazael,person,2 Kings 8:8,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Josaphat,transliterated_form,2 Kings 8:16,ot,Jehoshaphat,Josaphat,ιωσαφατ,the Lord is judge,manual/standard English equivalent,manual,Standard English equivalent: Jehoshaphat. Source form: Josaphat. Greek form: ιωσαφατ. Name meaning: the Lord is judge. Equivalent source: manual/standard English equivalent.
Gotholia,transliterated_form,2 Kings 8:26,ot,Athaliah,Gotholia,γοθολια,the time of the Lord,manual/standard English equivalent,manual,Standard English equivalent: Athaliah. Source form: Gotholia. Greek form: γοθολια. Name meaning: the time of the Lord. Equivalent source: manual/standard English equivalent.
Iou,transliterated_form,2 Kings 9:2,ot,Jehu,Iou,ιου,himself who exists,manual/standard English equivalent,manual,Standard English equivalent: Jehu. Source form: Iou. Greek form: ιου. Name meaning: himself who exists. Equivalent source: manual/standard English equivalent.
Manasse,transliterated_form,2 Kings 10:33,ot,Manasseh,Manasse,μανασση,Causing to forget,manual/standard English equivalent,manual,Standard English equivalent: Manasseh. Source form: Manasse. Greek form: μανασση. Name meaning: Causing to forget. Equivalent source: manual/standard English equivalent.
Ioachas,transliterated_form,2 Kings 10:35,ot,Jehoahaz,Ioachas,ιωαχας,possession of the Lord,manual/standard English equivalent,manual,Standard English equivalent: Jehoahaz. Source form: Ioachas. Greek form: ιωαχας. Name meaning: possession of the Lord. Equivalent source: manual/standard English equivalent.
Ioas,transliterated_form,2 Kings 11:2,ot,Joash,Ioas,ιωας,who despairs or burns,manual/standard English equivalent,manual,Standard English equivalent: Joash. Source form: Ioas. Greek form: ιωας. Name meaning: who despairs or burns. Equivalent source: manual/standard English equivalent.
Matthan,person,2 Kings 11:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Sōmēr,transliterated_form,2 Kings 12:22,ot,Somer,Sōmēr,σωμηρ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Somer. Source form: Sōmēr. Greek form: σωμηρ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Amessias,transliterated_form,2 Kings 12:22,ot,Amaziah,Amessias,αμεσσιας,the strength of the Lord,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Amaziah. Source form: Amessias. Greek form: αμεσσιας. Name meaning: the strength of the Lord. Equivalent source: UKJV same-reference name-order alignment.
Gai-melē,transliterated_form,2 Kings 14:7,ot,Gai-mele,Gai-melē,γαιμελε,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Gai-mele. Source form: Gai-melē. Greek form: γαιμελε. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Petra,place,2 Kings 14:7,ot,Petra,Petra,πετραν,meaning uncertain/not securely attested in the consulted name dictionaries,Logos Bible Knowledgebase alias,alias,Place-name meaning: Petra — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Petra. Greek form: πετραν. Equivalent source: Logos Bible Knowledgebase alias.
Kathoēl,transliterated_form,2 Kings 14:7,ot,Joktheel,Kathoēl,καθοηλ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference witness,0.67,Standard English equivalent: Joktheel. Source form: Kathoēl. Greek form: καθοηλ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference witness.
Azarias,transliterated_form,2 Kings 14:21,ot,Azariah,Azarias,αζαριαν,he that hears the Lord,manual/standard English equivalent,manual,Standard English equivalent: Azariah. Source form: Azarias. Greek form: αζαριαν. Name meaning: he that hears the Lord. Equivalent source: manual/standard English equivalent.
Iōnas,transliterated_form,2 Kings 14:25,ot,Jonah,Iōnas,ιωνα,Dove,UKJV same-reference witness,0.60,Standard English equivalent: Jonah. Source form: Iōnas. Greek form: ιωνα. Name meaning: Dove. Equivalent source: UKJV same-reference witness.
Jotham,person,2 Kings 15:5,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Menahem,person,2 Kings 15:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ianōch,transliterated_form,2 Kings 15:29,ot,Janoah,Ianōch,ιανωχ,"Janohah, resting; tarrying; deriving",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Janoah. Source form: Ianōch. Greek form: ιανωχ. Name meaning: Janohah, resting; tarrying; deriving. Equivalent source: UKJV same-reference name-order alignment."
Sadōk,transliterated_form,2 Kings 15:33,ot,Zadok,Sadōk,σαδωκ,just; justified,UKJV same-reference witness,0.80,Standard English equivalent: Zadok. Source form: Sadōk. Greek form: σαδωκ. Name meaning: just; justified. Equivalent source: UKJV same-reference witness.
Uzziah,person,2 Kings 15:34,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Raassōn,transliterated_form,2 Kings 15:37,ot,Raasson,Raassōn,ραασσων,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Raasson. Source form: Raassōn. Greek form: ραασσων. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Ahaz,person,2 Kings 15:38,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Sēgōr,transliterated_form,2 Kings 17:4,ot,Segor,Sēgōr,σηγωρ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Segor. Source form: Sēgōr. Greek form: σηγωρ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Alae,place,2 Kings 17:6,ot,Halah,Alae,αλαε,a moist table,UKJV same-reference name-order alignment,aligned,Place-name meaning: Halah — a moist table. Standard English equivalent: Halah. Source form: Alae. Greek form: αλαε. Equivalent source: UKJV same-reference name-order alignment.
Gōzan,transliterated_form,2 Kings 17:6,ot,Gozan,Gōzan,γωζαν,fleece; pasture; who nourisheth the body,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Gozan. Source form: Gōzan. Greek form: γωζαν. Name meaning: fleece; pasture; who nourisheth the body. Equivalent source: UKJV same-reference name-order alignment.
Medes,people_group,2 Kings 17:6,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Samaritans,people_group,2 Kings 17:29,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Sokkōthbainith,transliterated_form,2 Kings 17:30,ot,Succothbenoth,Sokkōthbainith,σοκχωθβαινιθ,"the tents of daughters, or young women; or prostitutes",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Succothbenoth. Source form: Sokkōthbainith. Greek form: σοκχωθβαινιθ. Name meaning: the tents of daughters, or young women; or prostitutes. Equivalent source: UKJV same-reference name-order alignment."
Nērigel,transliterated_form,2 Kings 17:30,ot,Nergal,Nērigel,νηριγελ,the great man; the hero,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Nergal. Source form: Nērigel. Greek form: νηριγελ. Name meaning: the great man; the hero. Equivalent source: UKJV same-reference name-order alignment.
Sennacherib,person,2 Kings 18:13,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Rabshakeh,person,2 Kings 18:17,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eliakim,person,2 Kings 18:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Chelkias,person,2 Kings 18:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Joah,person,2 Kings 18:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Asaph,person,2 Kings 18:18,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Judean,person,2 Kings 18:26,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amoz,person,2 Kings 19:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ethiopians,people_group,2 Kings 19:9,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Raphes,place,2 Kings 19:12,ot,Rezeph,Raphes,ραφες,pavement; burning coal,UKJV same-reference name-order alignment,aligned,Place-name meaning: Rezeph — pavement; burning coal. Standard English equivalent: Rezeph. Source form: Raphes. Greek form: ραφες. Equivalent source: UKJV same-reference name-order alignment.
Nineuē,transliterated_form,2 Kings 19:36,ot,Nineveh,Nineuē,νινευη,handsome; agreeable,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Nineveh. Source form: Nineuē. Greek form: νινευη. Name meaning: handsome; agreeable. Equivalent source: UKJV same-reference name-order alignment.
Marōdachbaladan,transliterated_form,2 Kings 20:12,ot,Berodachbaladan,Marōdachbaladan,μαρωδαχβαλαδαν,the son of death,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Berodachbaladan. Source form: Marōdachbaladan. Greek form: μαρωδαχβαλαδαν. Name meaning: the son of death. Equivalent source: UKJV same-reference name-order alignment.
Baladan,person,2 Kings 20:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amon,supernatural_being,2 Kings 21:18,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Arōs,transliterated_form,2 Kings 21:19,ot,Aros,Arōs,αρους,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Aros. Source form: Arōs. Greek form: αρους. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Basourōth,transliterated_form,2 Kings 22:1,ot,Boscath,Basourōth,βασουρωθ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Boscath. Source form: Basourōth. Greek form: βασουρωθ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference name-order alignment.
Achobōr,transliterated_form,2 Kings 22:12,ot,Achbor,Achobōr,αχοβωρ,a rat; bruising,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Achbor. Source form: Achobōr. Greek form: αχοβωρ. Name meaning: a rat; bruising. Equivalent source: UKJV same-reference name-order alignment.
Topheth,place,2 Kings 23:10,ot,Topheth,Topheth,ταφεθ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Topheth — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Topheth. Greek form: ταφεθ. Equivalent source: UKJV same-reference name-order alignment.
Moloch,supernatural_being,2 Kings 23:10,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Astartē,transliterated_form,2 Kings 23:13,ot,Ashtoreth,Astartē,ασταρτη,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference witness,0.62,Standard English equivalent: Ashtoreth. Source form: Astartē. Greek form: ασταρτη. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference witness.
Chamōs,transliterated_form,2 Kings 23:13,ot,Chemosh,Chamōs,χαμως,handling; stroking; taking away,UKJV same-reference witness,0.77,Standard English equivalent: Chemosh. Source form: Chamōs. Greek form: χαμως. Name meaning: handling; stroking; taking away. Equivalent source: UKJV same-reference witness.
Deblatha,place,2 Kings 23:33,ot,Riblah,Deblatha,δεβλαθα,quarrel; greatness to him,UKJV same-reference name-order alignment,aligned,Place-name meaning: Riblah — quarrel; greatness to him. Standard English equivalent: Riblah. Source form: Deblatha. Greek form: δεβλαθα. Equivalent source: UKJV same-reference name-order alignment.
Ioakim,person,2 Kings 23:34,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Johanan,person,2 Kings 25:23,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Karēe,transliterated_form,2 Kings 25:23,ot,Careah,Karēe,καρηε,bald; ice,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Careah. Source form: Karēe. Greek form: καρηε. Name meaning: bald; ice. Equivalent source: UKJV same-reference name-order alignment.
Euilmarōdach,transliterated_form,2 Kings 25:27,ot,Evilmerodach,Euilmarōdach,ευιλμαρωδαχ,the fool of Merodach; the fool grinds bitterly,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Evilmerodach. Source form: Euilmarōdach. Greek form: ευιλμαρωδαχ. Name meaning: the fool of Merodach; the fool grinds bitterly. Equivalent source: UKJV same-reference name-order alignment.
Noe,transliterated_form,1 Chronicles 1:4,ot,Noah,Noe,νωε,Rest; comfort; relief,manual/standard English equivalent,manual,Standard English equivalent: Noah. Source form: Noe. Greek form: νωε. Name meaning: Rest; comfort; relief. Equivalent source: manual/standard English equivalent.
Abida,person,1 Chronicles 1:33,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Onam,person,1 Chronicles 1:40,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Iram,person,1 Chronicles 1:54,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Beniamin,transliterated_form,1 Chronicles 2:2,ot,Benjamin,Beniamin,βενιαμιν,Son of the right hand,manual/standard English equivalent,manual,Standard English equivalent: Benjamin. Source form: Beniamin. Greek form: βενιαμιν. Name meaning: Son of the right hand. Equivalent source: manual/standard English equivalent.
Dara,person,1 Chronicles 2:6,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ram,person,1 Chronicles 2:9,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Salmon,person,1 Chronicles 2:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Booz,transliterated_form,1 Chronicles 2:11,ot,Boaz,Booz,βοος,In strength; swiftness,manual/standard English equivalent,manual,Standard English equivalent: Boaz. Source form: Booz. Greek form: βοος. Name meaning: In strength; swiftness. Equivalent source: manual/standard English equivalent.
Obed,person,1 Chronicles 2:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nathanael,person,1 Chronicles 2:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Raddai,person,1 Chronicles 2:14,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abigail,person,1 Chronicles 2:16,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ephrath,person,1 Chronicles 2:19,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Thekoe,place,1 Chronicles 2:24,ot,Tekoa,Thekoe,θεκωε,trumpet; that is confirmed,UKJV same-reference name-order alignment,aligned,Place-name meaning: Tekoa — trumpet; that is confirmed. Standard English equivalent: Tekoa. Source form: Thekoe. Greek form: θεκωε. Equivalent source: UKJV same-reference name-order alignment.
Iadae,person,1 Chronicles 2:28,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Molid,person,1 Chronicles 2:29,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zabed,person,1 Chronicles 2:36,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eleasa,person,1 Chronicles 2:39,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Saloum,person,1 Chronicles 2:40,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Marisa,place,1 Chronicles 2:42,ot,Mareshah,Marisa,μαρισα,from the beginning; an inheritance,UKJV same-reference name-order alignment,aligned,Place-name meaning: Mareshah — from the beginning; an inheritance. Standard English equivalent: Mareshah. Source form: Marisa. Greek form: μαρισα. Equivalent source: UKJV same-reference name-order alignment.
Carmelite,people_group,1 Chronicles 3:1,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Amiel,person,1 Chronicles 3:5,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eliada,person,1 Chronicles 3:8,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amaziah,person,1 Chronicles 3:12,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Manasses,transliterated_form,1 Chronicles 3:13,ot,Manasseh,Manasses,μανασσης,Causing to forget,manual/standard English equivalent,manual,Standard English equivalent: Manasseh. Source form: Manasses. Greek form: μανασσης. Name meaning: Causing to forget. Equivalent source: manual/standard English equivalent.
Salathiel,transliterated_form,1 Chronicles 3:17,ot,Shealtiel,Salathiel,σαλαθιηλ,same as Salathiel,manual/standard English equivalent,manual,Standard English equivalent: Shealtiel. Source form: Salathiel. Greek form: σαλαθιηλ. Name meaning: same as Salathiel. Equivalent source: manual/standard English equivalent.
Zorobabel,transliterated_form,1 Chronicles 3:19,ot,Zerubbabel,Zorobabel,ζοροβαβελ,a stranger at Babylon; dispersion of confusion,manual/standard English equivalent,manual,Standard English equivalent: Zerubbabel. Source form: Zorobabel. Greek form: ζοροβαβελ. Name meaning: a stranger at Babylon; dispersion of confusion. Equivalent source: manual/standard English equivalent.
Mosollamos,person,1 Chronicles 3:19,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Joel,person,1 Chronicles 3:22,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Mari,place,1 Chronicles 3:22,ot,Bariah,Mari,μαρι,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Bariah — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Bariah. Source form: Mari. Greek form: μαρι. Equivalent source: UKJV same-reference name-order alignment.
Dalaia,person,1 Chronicles 3:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Ieth,person,1 Chronicles 4:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gedor,place,1 Chronicles 4:4,ot,Gedor,Gedor,γεδωρ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Gedor — meaning uncertain/not securely attested in the consulted name dictionaries. Source form: Gedor. Greek form: γεδωρ. Equivalent source: UKJV same-reference name-order alignment.
Ethnan,person,1 Chronicles 4:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Gothoniel,person,1 Chronicles 4:13,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Saraia,person,1 Chronicles 4:13,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Iephonne,person,1 Chronicles 4:15,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Era,person,1 Chronicles 4:15,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Saraph,person,1 Chronicles 4:22,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Elioenai,person,1 Chronicles 4:36,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Zacharia,person,1 Chronicles 5:7,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abdiēl,transliterated_form,1 Chronicles 5:15,ot,Abdiel,Abdiēl,αβδιηλ,servant of God,UKJV same-reference witness,1.00,Standard English equivalent: Abdiel. Source form: Abdiēl. Greek form: αβδιηλ. Name meaning: servant of God. Equivalent source: UKJV same-reference witness.
Manassē,transliterated_form,1 Chronicles 5:18,ot,Manasseh,Manassē,μανασση,Causing to forget,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Manasseh. Source form: Manassē. Greek form: μανασση. Name meaning: Causing to forget. Equivalent source: UKJV same-reference name-order alignment.
Eliel,person,1 Chronicles 5:24,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Esdriēl,transliterated_form,1 Chronicles 5:24,ot,Azriel,Esdriēl,εσδριηλ,same as Asriel,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Azriel. Source form: Esdriēl. Greek form: εσδριηλ. Name meaning: same as Asriel. Equivalent source: UKJV same-reference name-order alignment.
Iediēl,transliterated_form,1 Chronicles 5:24,ot,Jahdiel,Iediēl,ιεδιηλ,"the unity, or sharpness, or revenge, of God",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Jahdiel. Source form: Iediēl. Greek form: ιεδιηλ. Name meaning: the unity, or sharpness, or revenge, of God. Equivalent source: UKJV same-reference name-order alignment."
Chabor,place,1 Chronicles 5:26,ot,Habor,Chabor,χαβωρ,a partaker; a companion,UKJV same-reference name-order alignment,aligned,Place-name meaning: Habor — a partaker; a companion. Standard English equivalent: Habor. Source form: Chabor. Greek form: χαβωρ. Equivalent source: UKJV same-reference name-order alignment.
Hara,place,1 Chronicles 5:26,ot,Hara,Hara,χαβωρ,a hill; showing forth,UKJV same-reference name-order alignment,aligned,Place-name meaning: Hara — a hill; showing forth. Source form: Hara. Greek form: χαβωρ. Equivalent source: UKJV same-reference name-order alignment.
Gozan,place,1 Chronicles 5:26,ot,Gozan,Gozan,γωζαν,fleece; pasture; who nourisheth the body,UKJV same-reference name-order alignment,aligned,Place-name meaning: Gozan — fleece; pasture; who nourisheth the body. Source form: Gozan. Greek form: γωζαν. Equivalent source: UKJV same-reference name-order alignment.
Ioanas,person,1 Chronicles 5:36,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Iōsadak,transliterated_form,1 Chronicles 5:40,ot,Iosadak,Iōsadak,ιωσαδακ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Iosadak. Source form: Iōsadak. Greek form: ιωσαδακ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Ouriel,supernatural_being,1 Chronicles 6:9,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Souphi,person,1 Chronicles 6:11,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Abdi,person,1 Chronicles 6:29,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Amasai,person,1 Chronicles 6:31,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Bani,person,1 Chronicles 6:31,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Galemeth,person,1 Chronicles 6:45,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Eglaim,place,1 Chronicles 6:54,ot,Eglaim,Eglaim,εγλαμ,drops of the sea,Logos Bible Knowledgebase alias,alias,Place-name meaning: Eglaim — drops of the sea. Source form: Eglaim. Greek form: εγλαμ. Equivalent source: Logos Bible Knowledgebase alias.
Golan,place,1 Chronicles 6:56,ot,Golan,Golan,γωλαν,passage; revolution,Logos Bible Knowledgebase alias,alias,Place-name meaning: Golan — passage; revolution. Source form: Golan. Greek form: γωλαν. Equivalent source: Logos Bible Knowledgebase alias.
Roob,place,1 Chronicles 6:60,ot,Rehob,Roob,ροωβ,breadth; space; extent,Logos Bible Knowledgebase alias,alias,Place-name meaning: Rehob — breadth; space; extent. Standard English equivalent: Rehob. Source form: Roob. Greek form: ροωβ. Equivalent source: Logos Bible Knowledgebase alias.
Remmon,place,1 Chronicles 6:62,ot,Rimmon,Remmon,ρεμμων,exalted; pomegranate,UKJV same-reference witness,0.83,Place-name meaning: Rimmon — exalted; pomegranate. Standard English equivalent: Rimmon. Source form: Remmon. Greek form: ρεμμων. Equivalent source: UKJV same-reference witness.
Ieriēl,transliterated_form,1 Chronicles 7:2,ot,Jeriel,Ieriēl,ιεριηλ,"fear, or vision of God",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Jeriel. Source form: Ieriēl. Greek form: ιεριηλ. Name meaning: fear, or vision of God. Equivalent source: UKJV same-reference name-order alignment."
Iadiēl,transliterated_form,1 Chronicles 7:6,ot,Jediael,Iadiēl,ιαδιηλ,"the science, or knowledge, of God",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Jediael. Source form: Iadiēl. Greek form: ιαδιηλ. Name meaning: the science, or knowledge, of God. Equivalent source: UKJV same-reference name-order alignment."
Aēr,transliterated_form,1 Chronicles 7:12,ot,Aher,Aēr,αερ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference witness,0.86,Standard English equivalent: Aher. Source form: Aēr. Greek form: αερ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference witness.
Iasiēl,transliterated_form,1 Chronicles 7:13,ot,Jahziel,Iasiēl,ιασιηλ,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Jahziel. Source form: Iasiēl. Greek form: ιασιηλ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: UKJV same-reference name-order alignment.
